Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 12:59:56,2024-01-11 12:59:58,1.456s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 12:59:58,2024-01-11 12:59:58,0.682s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 12:59:59,2024-01-11 13:00:11,12.839s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 12:59:59,2024-01-11 13:00:01,2.176s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:00:01,2024-01-11 13:00:01,0.687s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:00:01,2024-01-11 13:00:08,6.243s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:00:08,2024-01-11 13:00:09,1.596s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:00:09,2024-01-11 13:00:11,1.339s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:00:11,2024-01-11 13:00:11,0.783s,PASSED
