Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:13:59,2024-01-11 13:14:01,1.573s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:14:01,2024-01-11 13:14:03,2.647s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:14:03,2024-01-11 13:14:05,1.265s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:14:05,2024-01-11 13:14:06,1.658s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:14:06,2024-01-11 13:14:08,1.812s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:14:08,2024-01-11 13:14:09,0.669s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:14:09,2024-01-11 13:14:19,9.681s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:14:09,2024-01-11 13:14:10,1.602s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:14:10,2024-01-11 13:14:15,4.063s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:14:15,2024-01-11 13:14:15,0.819s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:14:15,2024-01-11 13:14:17,1.365s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:14:17,2024-01-11 13:14:18,1.148s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:14:18,2024-01-11 13:14:19,0.674s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:14:19,2024-01-11 13:14:28,9.465s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:14:19,2024-01-11 13:14:20,1.563s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:14:20,2024-01-11 13:14:24,3.722s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:14:24,2024-01-11 13:14:25,0.833s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:14:25,2024-01-11 13:14:26,1.659s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:14:26,2024-01-11 13:14:27,1.013s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:14:27,2024-01-11 13:14:28,0.667s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:14:28,2024-01-11 13:14:38,9.487s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:14:28,2024-01-11 13:14:30,1.604s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:14:30,2024-01-11 13:14:34,3.994s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:14:34,2024-01-11 13:14:34,0.751s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:14:34,2024-01-11 13:14:36,1.377s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:14:36,2024-01-11 13:14:37,1.074s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:14:37,2024-01-11 13:14:38,0.678s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:14:38,2024-01-11 13:14:47,9.570s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:14:38,2024-01-11 13:14:39,1.590s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:14:39,2024-01-11 13:14:43,3.788s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:14:43,2024-01-11 13:14:44,0.806s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:14:44,2024-01-11 13:14:45,1.487s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:14:45,2024-01-11 13:14:46,1.209s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:14:46,2024-01-11 13:14:47,0.683s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:14:47,2024-01-11 13:14:56,9.204s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:14:47,2024-01-11 13:14:49,1.618s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:14:49,2024-01-11 13:14:52,3.670s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:14:52,2024-01-11 13:14:53,0.826s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:14:53,2024-01-11 13:14:55,1.326s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:14:55,2024-01-11 13:14:56,1.080s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:14:56,2024-01-11 13:14:56,0.672s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:14:56,2024-01-11 13:15:05,9.106s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:14:56,2024-01-11 13:14:58,1.608s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:14:58,2024-01-11 13:15:01,3.328s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:15:01,2024-01-11 13:15:03,1.206s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:15:03,2024-01-11 13:15:04,1.238s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:15:04,2024-01-11 13:15:05,1.045s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:15:05,2024-01-11 13:15:05,0.671s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:15:06,2024-01-11 13:15:15,9.496s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:15:06,2024-01-11 13:15:07,1.589s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:15:07,2024-01-11 13:15:11,3.784s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:15:11,2024-01-11 13:15:12,0.797s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:15:12,2024-01-11 13:15:13,1.618s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:15:13,2024-01-11 13:15:14,1.019s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:15:14,2024-01-11 13:15:15,0.677s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:15:15,2024-01-11 13:15:25,9.935s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:15:15,2024-01-11 13:15:17,1.586s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:15:17,2024-01-11 13:15:21,4.190s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:15:21,2024-01-11 13:15:22,0.844s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:15:22,2024-01-11 13:15:23,1.529s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:15:23,2024-01-11 13:15:24,1.086s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:15:24,2024-01-11 13:15:25,0.690s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:15:25,2024-01-11 13:15:35,9.936s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:15:25,2024-01-11 13:15:27,1.571s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:15:27,2024-01-11 13:15:31,4.533s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:15:31,2024-01-11 13:15:32,0.728s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:15:32,2024-01-11 13:15:33,1.406s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:15:33,2024-01-11 13:15:34,1.056s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:15:34,2024-01-11 13:15:35,0.634s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:15:35,2024-01-11 13:15:45,9.566s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:15:35,2024-01-11 13:15:37,1.592s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:15:37,2024-01-11 13:15:41,4.150s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:15:41,2024-01-11 13:15:41,0.786s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:15:41,2024-01-11 13:15:43,1.321s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:15:43,2024-01-11 13:15:44,1.006s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:15:44,2024-01-11 13:15:45,0.700s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:15:45,2024-01-11 13:15:54,9.700s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:15:45,2024-01-11 13:15:46,1.634s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:15:46,2024-01-11 13:15:50,3.490s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:15:50,2024-01-11 13:15:51,1.217s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:15:51,2024-01-11 13:15:52,1.488s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:15:52,2024-01-11 13:15:54,1.134s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:15:54,2024-01-11 13:15:54,0.727s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:15:54,2024-01-11 13:16:04,9.539s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:15:54,2024-01-11 13:15:56,1.595s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:15:56,2024-01-11 13:16:00,3.818s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:16:00,2024-01-11 13:16:00,0.810s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:16:00,2024-01-11 13:16:02,1.330s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:16:02,2024-01-11 13:16:03,1.294s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:16:03,2024-01-11 13:16:04,0.684s,PASSED
,,,,,,,
Test Cases/TimKiem_tentruyen,Chrome 120.0.0.0,,,2024-01-11 13:16:04,2024-01-11 13:16:13,9.242s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-11 13:16:04,2024-01-11 13:16:05,1.603s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-11 13:16:05,2024-01-11 13:16:09,3.633s,PASSED
"click(findTestObject(""Object Repository/Page_Webstie c truyn online/span_""))",Chrome 120.0.0.0,,,2024-01-11 13:16:09,2024-01-11 13:16:10,0.603s,PASSED
"setText(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), tentruyen)",Chrome 120.0.0.0,,,2024-01-11 13:16:10,2024-01-11 13:16:11,1.633s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Webstie c truyn online/input_Ti_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-11 13:16:11,2024-01-11 13:16:12,1.057s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-11 13:16:12,2024-01-11 13:16:13,0.704s,PASSED
